@relation forestfires

@attribute "R Mean" numeric
@attribute "G Mean" numeric
@attribute "B Mean" numeric
@attribute "R Standard deviation" numeric
@attribute "G Standard deviation" numeric
@attribute "B Standard deviation" numeric
@attribute "R Median" numeric
@attribute "G Median" numeric
@attribute "B Median" numeric
@attribute "R Max" numeric
@attribute "G Max" numeric
@attribute "B Max" numeric
@attribute "R Min" numeric
@attribute "G Min" numeric
@attribute "B Min" numeric
@attribute "R Entropy" numeric
@attribute "G Entropy" numeric
@attribute "B Entropy" numeric
@attribute "R Energy" numeric
@attribute "G Energy" numeric
@attribute "B Energy" numeric
@attribute "R Kurtosis" numeric
@attribute "G Kurtosis" numeric
@attribute "B Kurtosis" numeric
@attribute "L Mean" numeric
@attribute "a Mean" numeric
@attribute "b Mean" numeric
@attribute "L Standard deviation" numeric
@attribute "a Standard deviation" numeric
@attribute "b Standard deviation" numeric
@attribute "L median" numeric
@attribute "a median" numeric
@attribute "b median" numeric
@attribute "a b Correlation factor" numeric
@attribute "gray Mean" numeric
@attribute "H Mean" numeric
@attribute "S Mean" numeric
@attribute "V Mean" numeric
@attribute "H Standard deviation" numeric
@attribute "S Standard deviation" numeric
@attribute "V Standard deviation" numeric
@attribute "homogeneity" numeric
@attribute class {H, F, N}

@data
128.86593137254903,113.40490196078431,93.99950980392157,59.893450459595954,63.83322921834183,74.81403414896207,117.0,94.0,62.0,255,255,255,11,9,0,5.236603268486338,5.198886977577191,5.013163261980015,0.00617358708189159,0.006542315455594003,0.010340373894655903,-0.47398398657234964,-0.25739536210097524,-0.1567282751701815,121.97475490196078,131.83970588235294,141.62598039215686,62.64191417656897,4.839106617411036,13.771464939789478,106.0,131.0,143.0,0.1553723881810098,115.82034313725491,42.2389705882353,93.12205882352941,131.0529411764706,47.03708904682703,58.0404380978019,62.02844177785459,0.088141990656369,N
117.21544117647059,97.69656862745099,82.58210784313725,49.48535044464061,50.89951739042939,58.844670269162094,105.0,83.0,62.0,255,255,255,0,0,0,5.060128104140797,5.044743381416108,5.057413190059664,0.007867526912725877,0.008312668204536728,0.008460327758554417,0.7475352575164242,1.2456755601058207,1.3482595722996615,107.91495098039216,134.21789215686275,139.8843137254902,50.702838339523666,4.311046398172187,13.32572144313424,95.0,134.0,142.0,-0.2583809899202388,101.81323529411765,42.43799019607843,97.36740196078432,118.97622549019607,54.13206054006839,50.47883526703898,50.47386892815534,0.05264083715775401,N
141.51593137254903,124.48088235294118,104.54901960784314,73.54761523649616,72.48227387901427,78.5089669477041,114.0,98.0,71.0,255,255,255,24,8,0,4.921869579987093,5.239755797741905,5.313163444482342,0.018776311995386402,0.00632316897347175,0.006133217993079592,-1.3858536718146237,-1.2661317961156868,-1.1772832337328814,132.50392156862745,131.86421568627452,141.76519607843136,72.00732863242577,4.795851339556564,10.697890778953392,108.0,132.0,142.0,-0.4771642483326731,127.30416666666666,34.96544117647059,91.00171568627451,141.7997549019608,48.29171499398489,56.639518413171814,73.54046738413608,0.04684642640969458,N
155.0480392156863,137.40563725490196,110.04656862745098,71.1263970611504,65.89181877856194,70.62279174399634,140.0,124.0,93.0,255,254,240,27,7,0,4.902671650805101,5.266176661360965,5.29716314191408,0.01983900422914264,0.005771458093041133,0.005679185890042288,-1.4974693687928848,-1.4143557702879994,-1.49566858157683,145.64460784313727,130.57892156862746,145.3877450980392,66.11412941406358,4.512145571733606,8.63026746306536,135.0,131.0,144.0,-0.5959228775286722,139.56323529411765,18.16127450980392,90.8889705882353,155.06323529411765,11.668142918217042,51.66591089819583,71.11176939435285,0.05612299246051114,N
156.8502450980392,141.00833333333333,98.16593137254903,60.442635054180656,53.69680613760081,69.47745202098753,140.0,130.0,70.0,255,243,231,37,28,0,4.992687169188676,5.2061264658715825,5.247576730593271,0.01357939254133027,0.005993367935409463,0.006113874471357181,-1.1947509729122492,-1.0193381648832918,-1.3519452439965067,149.0921568627451,127.88553921568628,153.19289215686274,54.45587651947957,5.76826907664847,11.125522612449922,137.0,127.0,154.0,-0.871582341282447,140.87205882352941,20.63700980392157,115.8485294117647,156.8502450980392,6.543545905662443,59.678243463890674,60.442635054180656,0.09128689608196122,N
122.48946078431372,106.16446078431373,64.60661764705883,39.57230769090623,37.11024463099094,38.92721218329936,119.0,104.0,56.0,238,209,192,35,18,0,5.024389803680303,4.9816458856126555,4.9433912085139955,0.007430675701653214,0.007623750480584389,0.008305459438677432,-0.32292588291578506,-0.5577270662495,-0.07566369220136249,115.11740196078432,128.7485294117647,153.2892156862745,38.35040571806755,4.213947173203137,10.041906377704258,113.0,129.0,152.0,-0.6536551829618353,106.31593137254902,20.78627450980392,128.9767156862745,122.49044117647058,4.438678906436946,47.58951520913756,39.571019634366294,0.04580907778234568,N
137.478431372549,113.66200980392156,56.865196078431374,42.365207532881435,35.218425267374315,43.677073274928965,129.0,110.0,44.0,252,205,167,49,30,0,5.005281128406516,4.883729066019416,4.831060265991073,0.007763600538254521,0.00838127162629758,0.009938725490196067,-0.3927426799378848,-0.7132824132654418,-0.558815625235038,124.37156862745098,130.47279411764706,161.66323529411764,37.05350100537187,6.330074887018283,10.131310491637793,120.0,130.0,162.0,-0.7568318138236235,114.31960784313725,20.582598039215686,161.2843137254902,137.478431372549,5.048494350890823,51.308143001423446,42.365207532881435,0.01999077195290686,N
138.6595588235294,118.74901960784314,54.81519607843137,44.63272267225803,39.13245166800357,49.00329285115104,131.0,115.0,40.0,255,236,217,39,15,0,4.962610713834156,4.9838495405836785,4.89804263825434,0.008640787197231837,0.008175461361014996,0.010871780084582856,0.5831570103094195,0.36870232779245704,0.6933544330279897,128.30367647058824,128.17573529411766,163.78627450980392,39.6628090010795,8.306992651394543,13.761284419189252,124.0,126.0,165.0,-0.8505933159040604,117.42401960784314,23.439950980392158,166.21617647058824,138.67181372549018,17.660505455359242,56.9498475018034,44.632276301874526,0.07711169125911436,N
130.0046568627451,98.42941176470588,66.08357843137254,30.66199710633545,27.687213330469362,28.09603846436197,132.0,98.0,64.0,255,217,200,41,12,0,4.800077619253047,4.704341062738815,4.696964972261559,0.009689061899269512,0.010611423490965015,0.010790321030372927,0.17718676342244022,0.24215653619042987,0.5199039648109469,112.31764705882352,136.68357843137255,151.23186274509803,28.652320549914283,5.847961345692298,8.195297818511678,113.0,137.0,151.0,-0.09433327768924513,104.19240196078431,15.71200980392157,128.84117647058824,130.0046568627451,11.997841018197528,36.80194435651245,30.66199710633545,0.010319381432364359,N
109.3156862745098,81.42990196078432,56.55220588235294,31.568899889215366,28.95832008164791,28.36716930103691,109.0,80.0,54.0,247,215,192,16,1,0,4.829084730940373,4.729851268530357,4.664056183112434,0.009159818339100343,0.010325235486351409,0.011314398308342945,-0.009082733943674093,0.5451064876659211,1.6534213788521397,93.59240196078431,136.3985294117647,147.08333333333334,31.000186449711215,3.5015399685132444,6.384372515627566,94.0,136.0,147.0,0.03148265500032688,86.94240196078431,16.9625,129.4031862745098,109.3156862745098,21.912298803367005,36.88771966924323,31.568899889215366,0.0018108437351607605,N
105.03921568627452,87.16740196078432,55.204166666666666,38.248688704583664,36.084645397263785,34.95831175944087,102.0,84.0,48.0,255,251,255,18,12,0,4.965644230495015,4.8805065194613295,4.690276104215354,0.008171136101499433,0.008954368512110735,0.01188040657439448,1.0569025995759063,2.0188774255534616,5.072857170545465,96.20024509803922,131.01568627450982,149.0705882352941,37.537795984725946,5.182668044399435,10.198996377338293,94.0,131.0,149.0,0.0305363128937794,88.87941176470588,22.06642156862745,125.28406862745098,105.12671568627451,20.861230340334103,46.74567654450124,38.29508584658869,0.05400789881877328,N
103.76617647058823,82.42401960784314,61.761519607843134,34.573433259388736,34.9676897295092,39.89225979821699,98.0,75.0,51.0,255,252,255,9,2,0,4.746427029479042,4.678177553214163,4.681192031739021,0.010958044982698978,0.01223435697808537,0.012729479046520583,4.2000183680277035,5.4637951964806994,6.370653864671954,92.86519607843137,134.15392156862745,143.71372549019608,35.48548397585651,4.30108676573695,8.98500427417802,86.0,135.0,146.0,-0.05283867610813659,86.45196078431373,27.93161764705882,114.04877450980392,104.2156862745098,40.01413329149455,43.74098588895076,34.912299773996835,0.027244879387612907,N
104.33382352941176,85.22598039215686,56.463725490196076,46.04437153536255,42.0237667526133,43.49849735789999,95.0,76.0,45.0,255,255,242,27,13,0,4.995104759387999,4.893443866025146,4.815800211300947,0.00826148596693581,0.009483972510572869,0.010759803921568644,1.7659431664675909,2.4527962035058746,3.388815259258549,94.17377450980392,131.8328431372549,147.7514705882353,43.75830395667593,5.079900778221022,6.875574685008879,85.0,132.0,147.0,-0.27250277009738866,87.66127450980392,18.35171568627451,129.39460784313727,104.34730392156862,8.009129104790665,43.463802500326516,46.03143871936113,0.041816553383866764,N
117.41200980392156,102.64044117647059,80.97745098039216,47.584286445726214,43.38946268801197,48.666230001121995,108.0,94.0,65.0,255,227,196,31,13,0,5.046723088865821,4.9392518452701655,4.990095847430908,0.007621227412533642,0.008478710111495593,0.007907175124951947,-0.3844754907648058,-0.9544710468689681,-1.3462551886267886,111.54117647058824,130.58774509803922,142.64142156862746,45.62243568499608,4.484302338651661,8.52160460464848,104.0,130.0,143.0,-0.3111593515194365,104.5921568627451,18.641176470588235,92.20122549019608,117.43529411764706,17.314894149264408,52.491744901573796,47.570821603696835,0.0972431106369195,N
120.71274509803922,104.80955882352941,62.70269607843137,37.39698051030278,36.066941530631496,46.29504793516685,117.0,103.0,46.0,229,192,174,40,25,0,4.96544666357614,4.931522298050558,4.885998742502392,0.007831362937331793,0.007809736639753937,0.009166426374471352,-0.2398492404979149,-0.8461762200112961,-0.6950408784986961,113.79411764705883,128.75196078431372,153.64583333333334,37.38955323199409,5.565276280374003,11.449390226577899,111.0,129.0,155.0,-0.6500252949423626,104.75416666666666,20.370588235294118,136.47083333333333,120.71936274509804,5.926627984091997,59.072459927233226,37.396129578300524,0.054148591358510016,N
107.90906862745098,92.15294117647059,55.09754901960784,35.720789741000694,32.25591055697056,32.986424627094244,104.0,89.0,48.0,234,201,168,30,12,0,4.926329354487011,4.838361846516892,4.785887588524635,0.008289480007689358,0.008994857747020378,0.009713211264898118,-0.10346876376650105,-0.3700174570360275,-0.007628846990751281,100.77696078431373,129.22450980392156,151.2485294117647,34.29171652361131,3.7459896536426793,9.32992748401498,98.0,129.0,150.0,-0.41687686191161805,92.64191176470588,20.596323529411766,131.75857843137254,107.91078431372549,4.234549332832417,47.828362452020954,35.71812827711086,0.04866668422368693,N
125.64117647058823,107.47254901960784,42.63970588235294,32.68460647731132,28.661474644487793,31.100376580403438,123.0,107.0,36.0,243,194,156,40,25,0,4.837363041610736,4.745861879103184,4.59532169943885,0.009629108996539792,0.009931636870434447,0.012921472510572858,0.6571217150842301,-0.286991137783859,1.0178377795609963,116.64264705882353,127.4078431372549,164.97426470588235,29.851778362845522,5.1744884425477995,9.750644747336164,116.0,127.0,166.5,-0.6078274565898993,105.52377450980393,23.07622549019608,174.52426470588236,125.64191176470588,3.831669306535256,44.83870766805948,32.68451330631444,0.03479361843543876,N
152.4887254901961,130.8205882352941,84.71004901960784,50.134909859407536,41.52636969500387,57.55421141809156,143.0,128.0,68.0,255,239,211,26,15,0,5.132270023840974,5.068433722396328,5.18548571745634,0.007072159746251442,0.006976403306420603,0.006286284121491736,-0.6080310474351047,-0.6481067942871879,-1.1996477090738504,141.12916666666666,130.31200980392157,155.23823529411766,43.24513723418617,7.121319336888574,14.470494280740738,137.0,130.0,153.0,-0.7869358339238618,132.05024509803923,21.60514705882353,125.93946078431372,152.52107843137256,22.054271805714524,61.343667967519245,50.11733337598219,0.035205552483811374,N
142.9279411764706,107.84240196078431,83.24730392156863,32.250348891204,29.62471835086098,34.498179372048945,145.0,108.0,79.0,244,215,200,32,7,0,4.845236878916656,4.773990932997468,4.899630498420482,0.009312403883121871,0.010174331987697042,0.008712634563629367,0.029754143884157536,0.20299003733347964,-0.1585120273754037,123.28088235294118,138.91642156862744,147.38039215686274,30.343362280992707,5.497916266483174,9.032507080536307,125.0,139.0,149.0,0.4438109161134808,115.54093137254903,22.21078431372549,110.33480392156862,142.9281862745098,38.598120209390736,42.518400451126304,32.25023923979674,0.012612169507223244,N
108.16519607843138,79.79313725490196,53.256127450980394,26.725449875352606,24.512088893489626,22.85380512152792,107.0,78.0,52.0,225,195,161,25,5,0,4.66638516860727,4.575742770055786,4.498897538459306,0.010915513264129177,0.012202398116109191,0.0132386582083814,0.2984627284352239,0.5872170087446955,0.8061607069852434,92.13259803921568,136.4247549019608,148.18995098039215,26.20624862088437,3.063898730396132,4.887553921025364,91.0,136.0,148.0,-0.048335312371843374,85.25980392156863,14.314705882352941,134.1328431372549,108.16519607843138,2.6931247635277096,31.289242023839034,26.725449875352606,1.738337297368784e-05,N
97.05588235294118,82.47156862745098,52.409803921568624,33.00846318550005,33.567523045672594,30.709377790428753,93.0,78.0,47.0,255,252,255,11,0,0,4.793104058697388,4.810916692944643,4.5518331759943536,0.009978253556324496,0.009754781814686656,0.013399533833141105,3.171885478894458,3.041976884132578,9.260973987603064,90.44436274509803,129.73676470588236,147.64803921568628,34.57132216535221,4.245507582246343,8.769384470900002,87.0,130.0,148.0,-0.7472594659161421,83.41127450980392,24.929411764705883,124.93235294117648,97.1767156862745,27.19819986919295,36.84316698232112,32.944187755358946,0.052894133284805724,N
95.30147058823529,71.81176470588235,43.590196078431376,24.051217771014066,21.402385766396613,20.29993726351709,92.0,69.0,41.0,248,228,230,38,20,0,4.506505940381571,4.390722944529042,4.279971766702096,0.01325872260668974,0.01494148885044214,0.01721417243367934,2.2333964262261574,3.2632084357076483,8.744202465960848,82.20661764705882,134.2811274509804,148.5970588235294,23.053777822583047,4.450780577433821,6.455875206570703,80.0,134.0,148.0,-0.13552300213525534,75.62254901960785,17.32843137254902,141.48088235294117,95.30147058823529,13.304225905747867,32.80743171435462,24.051217771014066,0.004428667381306093,N
92.57990196078431,72.86813725490197,37.56593137254902,41.457839297364195,36.038082586760645,33.80080875751284,83.5,63.0,30.0,255,248,225,28,17,0,4.857507312244558,4.685999614671031,4.4571826354390955,0.009536956939638616,0.012079368512110738,0.015560721837754725,2.8679247553695184,4.463542213209671,7.5021551603958425,81.44338235294117,131.79264705882352,151.67843137254903,37.94059766667872,7.936892317509811,9.302541582403656,72.0,131.0,150.0,0.22126214771025982,74.74166666666666,20.065686274509805,158.4470588235294,92.59583333333333,9.099024889557782,48.12166607933938,41.44830979183196,0.03903013361549266,N
96.38308823529412,80.34387254901961,58.467892156862746,31.76518562693729,29.92741442261546,34.95536998309468,94.0,77.0,52.0,238,176,149,36,11,0,4.7712695418582864,4.714284372946636,4.796507038208693,0.009576605151864674,0.009938004613610146,0.009217007881584003,0.05273734873725333,-0.6047472154634419,-0.8289218989968288,89.16789215686275,131.54313725490195,143.4360294117647,32.20061195478868,4.544507777740665,8.396826309836731,87.0,131.0,142.0,0.032023521111492335,82.63651960784314,16.344117647058823,110.42916666666666,96.38308823529412,5.262260632708278,55.25608725486559,31.76518562693729,0.07419774357895997,N
105.76323529411765,89.06642156862745,52.215196078431376,26.930480968953123,27.130128501150644,30.49826038852477,107.0,91.0,46.0,241,206,176,39,21,0,4.647502686217286,4.6641819135063205,4.7109073811659155,0.010568291041906963,0.010369208958093037,0.010034001345636291,-0.4587913032494906,-0.6511132494290095,-0.5334050686826148,98.10073529411764,129.86593137254903,151.41985294117646,28.51182932089852,4.123036206961772,9.735569913826367,101.0,130.0,151.0,-0.7456440092148339,89.8642156862745,19.419117647058822,137.1639705882353,105.76323529411765,6.179609671495565,50.40167408827901,26.930480968953123,0.025407795072206422,N
102.80147058823529,88.3031862745098,53.898039215686275,33.68099041721352,32.64483548687758,33.39308217777741,99.0,86.0,47.0,234,212,185,30,8,0,4.859599647357381,4.842985159485141,4.773942889025436,0.008785082660515189,0.008868584198385243,0.009969122452902724,-0.0765093917145645,-0.3347955903953572,0.18240616582616687,96.4735294117647,129.10759803921567,149.74338235294118,34.34699355074073,3.8906551083025676,9.389688771538449,94.0,129.0,148.0,-0.6040986684233848,88.7328431372549,20.25392156862745,129.64730392156864,102.80686274509804,4.40445789254272,49.15814184240316,33.68123280253869,0.05265599192886744,N
112.46470588235294,96.1781862745098,48.814950980392155,29.07469638726317,26.60341207374163,26.272503370081246,110.0,95.0,46.0,242,199,149,38,24,0,4.728433474110957,4.664352073262717,4.612164916997524,0.010409097462514416,0.010858203575547861,0.011334702998846601,0.9440097707023547,0.03003991287135488,0.12032459821702313,105.16789215686275,128.4247549019608,156.3654411764706,27.58023053103858,4.8595191542492335,11.503645279098452,104.0,128.0,156.0,-0.31912494814745146,95.65833333333333,21.844607843137254,145.5264705882353,112.46470588235294,6.578513028773479,48.2635867824997,29.07469638726317,0.07177750191284872,N
145.92598039215687,124.68799019607843,86.0781862745098,35.72501748129498,33.53729198673956,50.84681448988937,145.0,125.5,80.0,248,210,194,41,22,0,4.945544114378817,4.870735382793596,5.110941047439944,0.00810337370242215,0.008654123414071515,0.006676638792772014,-0.4113107137918073,-0.4758805106080062,-1.2790208973668968,135.72279411764706,131.30563725490197,151.37598039215686,34.4098405617786,5.908573663005403,15.477460256760976,136.0,132.0,147.0,-0.7688165196072667,126.63014705882352,17.328186274509804,114.16960784313726,145.93088235294118,13.469915266943412,64.33912646254889,35.72515079354394,0.014556684544533979,N
149.47769607843136,116.34828431372549,92.02696078431373,30.859390037968584,31.726960484203723,39.58009698115554,151.5,116.0,90.0,242,205,188,40,18,0,4.804488577446776,4.840276959770106,5.0313192037962144,0.009535395040369087,0.00900951557093426,0.007103037293348711,0.049420624543101255,-0.3471197769627459,-0.8068784247088434,131.3156862745098,138.01029411764705,146.7220588235294,31.392016110938453,5.685412354349068,9.627839722493826,133.0,137.0,148.0,0.307339158754113,123.48455882352941,21.5625,103.87107843137255,149.47769607843136,37.67609003621085,47.859844878333675,30.859390037968584,0.014282187343839358,N
124.08235294117647,89.11200980392157,57.064950980392155,30.068485266610516,27.577687999041054,26.23231331320787,125.0,89.0,56.0,255,249,168,37,14,0,4.78261839885667,4.682916013971992,4.634142739474183,0.009658905228758164,0.010858684159938485,0.011273788927335642,0.29114184054444525,1.3109896355593582,0.5701613815036,103.66887254901961,138.57401960784313,152.1002450980392,28.786969609826762,4.666832439591482,5.889463834140798,105.0,138.0,152.0,0.2356819452271064,95.93088235294118,14.296813725490196,142.62892156862745,124.08235294117647,2.835418433105069,35.053908719057915,30.068485266610516,1.8065893582018412e-05,N
91.07034313725491,75.39240196078431,43.78602941176471,33.78372973755704,31.28548481191971,25.865698591884076,90.0,73.0,41.0,255,255,255,21,9,0,4.829605241266361,4.7471705813039815,4.424410484970128,0.009093497693194922,0.009991709919261823,0.014304233948481343,1.7146788026325828,2.551198849621904,13.64737978325174,83.11348039215686,130.13578431372548,148.91813725490195,33.47467750352946,5.829917252342927,8.63205746841527,82.0,130.0,149.0,-0.20637102868423984,76.48333333333333,21.81544117647059,136.3637254901961,91.13529411764706,16.96661967330843,35.91796286969736,33.827508376360065,0.056369498819042546,N
109.25196078431372,73.27083333333333,37.73872549019608,32.80540883903905,23.032796997777965,20.49186520432182,105.0,71.0,35.0,255,168,126,45,11,0,4.807331603282671,4.50541635324034,4.3299297691972765,0.009680411380238379,0.012821510957324105,0.015697448096885804,1.3151976311763764,0.3934448192940123,1.0497934271080211,87.89019607843137,139.34117647058824,154.72426470588235,25.465301304908774,10.159428663698549,10.126731246253767,87.0,137.0,153.0,0.47571204871472306,79.9860294117647,15.461029411764706,165.43382352941177,109.25759803921568,8.230529663888866,39.7894154450534,32.80620556605639,0.0031298672131025076,F
88.07156862745099,67.52132352941176,34.77132352941177,25.206310980103424,24.014334694038258,22.450739347911856,84.0,65.0,31.0,247,215,188,30,16,0,4.53369294825191,4.492992314860625,4.347255524394888,0.012665561322568242,0.01325067281814687,0.015368848519800088,3.428938645827799,3.17176301811285,4.909078143275234,76.3813725490196,132.65563725490196,150.67205882352943,25.56546088520549,5.042252121488104,6.99837541907718,74.0,132.0,150.0,-0.3844445998445687,69.9421568627451,18.046813725490196,160.48480392156864,88.0718137254902,4.5735829954514,40.54248878066294,25.20625680271701,0.0040356331124691775,N
98.21960784313725,68.71078431372548,41.30735294117647,35.120552999397205,19.73529935322296,20.72579251430499,90.0,67.0,41.0,255,163,132,41,5,0,4.536774515604625,4.332582920376908,4.370429382632279,0.014860750672818173,0.01622561034217608,0.014161500384467519,6.360951277746306,1.2208801675801846,-0.04032417872683647,81.38406862745099,137.17916666666667,149.07843137254903,24.034652090124574,10.923733259520914,11.718458938458978,78.0,135.0,146.0,0.5752466172169708,74.40024509803922,14.487009803921568,144.21200980392157,98.21960784313725,5.739169499929715,47.16857443879494,35.120552999397205,0.004650108627279933,F
